code	metric	C_n	C_mean	C_sd	D_n	D_mean	D_sd	W_n	W_mean	W_sd	I_n	I_mean	I_sd	N_n	N_mean	N_sd	IN_n	IN_mean	IN_sd	WN_n	WN_mean	WN_sd	LAT	LON	stable	term	site.MAT	site.MAP	ECO	AT_net	GST_net	D_net	I_net	N_net	WI_net	WN_net	DN_net	IN_net
Tielborger et al., 2014_12	DEN	10	44.94642857	36.92449602	10	49.95833333	30.03957836	0	NA	NA	10	55.74404762	46.36519935	0	NA	NA	0	NA	NA	0	NA	NA	30.87	34.77	1	2	NA	90	Med & Des	NA	NA	-23.53	23.53	NA	NA	NA	NA	NA
Tielborger et al., 2014_12	AGB	9	90.18264841	18.92568752	9	78.31050227	25.28918871	0	NA	NA	9	97.94520548	22.64421269	0	NA	NA	0	NA	NA	0	NA	NA	30.87	34.77	1	2	NA	90	Med & Des	NA	NA	-23.53	23.53	NA	NA	NA	NA	NA
Tielborger et al., 2014_13	AGB	9	51.04700855	49.0891204	9	66.9017094	47.68333551	0	NA	NA	9	95.29202279	49.55181186	0	NA	NA	0	NA	NA	0	NA	NA	31.38	34.9	1	2	NA	300	Med & Des	NA	NA	-77.02	77.02	NA	NA	NA	NA	NA
Tielborger et al., 2014_13	DEN	10	27.60714286	21.83186773	10	27.07738095	18.37143986	0	NA	NA	10	29.60714286	18.49700612	0	NA	NA	0	NA	NA	0	NA	NA	31.38	34.9	1	2	NA	300	Med & Des	NA	NA	-77.02	77.02	NA	NA	NA	NA	NA
Tielborger et al., 2014_13	SP	10	6.497782064	3.112678503	10	6.970009643	3.538219749	0	NA	NA	10	6.997685632	2.976598025	0	NA	NA	0	NA	NA	0	NA	NA	31.38	34.9	1	2	NA	300	Med & Des	NA	NA	-77.02	77.02	NA	NA	NA	NA	NA
Tielborger et al., 2014_14	AGB	9	234.579123	62.65138657	9	194.9891068	84.29725735	0	NA	NA	9	273.9310591	76.28925166	0	NA	NA	0	NA	NA	0	NA	NA	31.7	35.05	1	2	NA	540	Med & Des	NA	NA	-160.38	160.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_14	DEN	10	74.73462443	34.64689114	10	61.94415971	30.68995286	0	NA	NA	10	58.8906997	28.55539598	0	NA	NA	0	NA	NA	0	NA	NA	31.7	35.05	1	2	NA	540	Med & Des	NA	NA	-160.38	160.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_14	SP	10	12.680569	2.526280266	10	10.979159	2.664640048	0	NA	NA	10	12.19444445	2.357977224	0	NA	NA	0	NA	NA	0	NA	NA	31.7	35.05	1	2	NA	540	Med & Des	NA	NA	-160.38	160.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_15	AGB	5	99.2199872	31.10122196	5	75.83825263	46.23228564	0	NA	NA	5	69.54007884	9.675324986	0	NA	NA	0	NA	NA	0	NA	NA	33	35.23	1	2	NA	780	Med & Des	NA	NA	-215.38	215.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_15	DEN	5	31.35714286	8.482236841	5	24.61904762	11.17071774	0	NA	NA	5	22.47619048	3.633049746	0	NA	NA	0	NA	NA	0	NA	NA	33	35.23	1	2	NA	780	Med & Des	NA	NA	-215.38	215.38	NA	NA	NA	NA	NA
Tielborger et al., 2014_15	SP	5	9.097222222	1.209809124	5	7.263888889	1.743456683	0	NA	NA	5	8.180555556	0.58391175	0	NA	NA	0	NA	NA	0	NA	NA	33	35.23	1	2	NA	780	Med & Des	NA	NA	-215.38	215.38	NA	NA	NA	NA	NA
Valliere et al., 2017_77	AGB	5	4.346	2.830817903	0	NA	NA	0	NA	NA	0	NA	NA	5	4.714	2.914297514	0	NA	NA	0	NA	NA	34.15	-118.96	1	2	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2017_77	COV	5	77.3	17.03114794	0	NA	NA	0	NA	NA	0	NA	NA	5	75.12	17.97406465	0	NA	NA	0	NA	NA	34.15	-118.96	1	2	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2017_77	SP	5	10.06	3.05581413	0	NA	NA	0	NA	NA	0	NA	NA	5	10.08	2.449897957	0	NA	NA	0	NA	NA	34.15	-118.96	1	2	NA	420	Med & Des	NA	NA	NA	NA	0.5	NA	NA	NA	NA
Valliere et al., 2017_77_1	COV	5	77.3	17.03114794	0	NA	NA	0	NA	NA	0	NA	NA	5	78.94	23.06735789	0	NA	NA	0	NA	NA	34.15	-118.96	1	2	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2017_77_1	AGB	5	4.346	2.830817903	0	NA	NA	0	NA	NA	0	NA	NA	5	6.91	4.525566263	0	NA	NA	0	NA	NA	34.15	-118.96	1	2	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2017_77_1	SP	5	10.06	3.05581413	0	NA	NA	0	NA	NA	0	NA	NA	5	10	2.582634314	0	NA	NA	0	NA	NA	34.15	-118.96	1	2	NA	420	Med & Des	NA	NA	NA	NA	1.5	NA	NA	NA	NA
Valliere et al., 2017_77_2	AGB	5	4.346	2.830817903	0	NA	NA	0	NA	NA	0	NA	NA	5	8.684	5.892366248	0	NA	NA	0	NA	NA	34.15	-118.96	1	2	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2017_77_2	COV	5	77.3	17.03114794	0	NA	NA	0	NA	NA	0	NA	NA	5	82.12	28.01387156	0	NA	NA	0	NA	NA	34.15	-118.96	1	2	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
Valliere et al., 2017_77_2	SP	5	10.06	3.05581413	0	NA	NA	0	NA	NA	0	NA	NA	5	10.32	2.513364279	0	NA	NA	0	NA	NA	34.15	-118.96	1	2	NA	420	Med & Des	NA	NA	NA	NA	3	NA	NA	NA	NA
van Paassen et al., 2020_91	AGB	1	1002.544529	317.3222854	0	NA	NA	0	NA	NA	0	NA	NA	1	910.9414758	326.1367933	0	NA	NA	0	NA	NA	56.93	-3.42	2	3	6	857	Tem	NA	NA	NA	NA	7.5	NA	NA	NA	NA
van Paassen et al., 2020_91	AGB_S	1	647	464.1896164	0	NA	NA	0	NA	NA	0	NA	NA	1	671	630.466494	0	NA	NA	0	NA	NA	56.93	-3.42	2	3	6	857	Tem	NA	NA	NA	NA	7.5	NA	NA	NA	NA
van Paassen et al., 2020_91	H	3	1.73	0.121243557	0	NA	NA	0	NA	NA	0	NA	NA	3	1.883333333	0.111504858	0	NA	NA	0	NA	NA	56.93	-3.42	2	3	6	857	Tem	NA	NA	NA	NA	7.5	NA	NA	NA	NA
van Paassen et al., 2020_91	Ratio_S	1	0.318719212	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	0.358631748	NA	0	NA	NA	0	NA	NA	56.93	-3.42	2	3	6	857	Tem	NA	NA	NA	NA	7.5	NA	NA	NA	NA
van Paassen et al., 2020_91	SP	3	13.92666667	1.432142917	0	NA	NA	0	NA	NA	0	NA	NA	3	15.32333333	2.864285833	0	NA	NA	0	NA	NA	56.93	-3.42	2	3	6	857	Tem	NA	NA	NA	NA	7.5	NA	NA	NA	NA
Vourlitis & Pasquini, 2009a, Ecology_116	SP	5	3.054066986	1.083991593	0	NA	NA	0	NA	NA	0	NA	NA	5	3.218181818	1.09649059	0	NA	NA	0	NA	NA	33.48	-117.15	1	2	NA	NA	tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis & Pasquini, 2009a, Ecology_117	SP	5	4.373333333	1.205503526	0	NA	NA	0	NA	NA	0	NA	NA	5	5.352121212	1.545205565	0	NA	NA	0	NA	NA	33.35	-116.57	1	2	NA	NA	tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis & Pasquini, 2009b, ecosystem_116_1	ANPP	4	418.9875	247.1359373	0	NA	NA	0	NA	NA	0	NA	NA	4	202.505	131.3717439	0	NA	NA	0	NA	NA	33.48	-117.15	1	1	NA	NA	tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis & Pasquini, 2009b, ecosystem_117_1	ANPP	4	458.77	75.38024631	0	NA	NA	0	NA	NA	0	NA	NA	4	462.2475	81.87550483	0	NA	NA	0	NA	NA	33.35	-116.57	1	1	NA	NA	tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis et al., 2021_78	AGB	11	748.59	128.1076589	0	NA	NA	0	NA	NA	0	NA	NA	11	845.3190909	282.0260185	0	NA	NA	0	NA	NA	33.37	-116.62	1	3	NA	382	Tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis et al., 2021_79	AGB	11	308.2609091	105.0922664	0	NA	NA	0	NA	NA	0	NA	NA	11	317.49	120.6136929	0	NA	NA	0	NA	NA	33.26	-117.17	1	3	NA	414	Tem	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2012_159	AGB	1	796.875	328.125	0	NA	NA	0	NA	NA	0	NA	NA	1	890.625	312.5	0	NA	NA	0	NA	NA	33.48	-117.15	1	2	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2012_159	ANPP	8	199.847561	81.66554006	0	NA	NA	0	NA	NA	0	NA	NA	8	179.2682927	95.90271903	0	NA	NA	0	NA	NA	33.48	-117.15	1	2	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2012_160	AGB	1	421.5568862	114.9700599	0	NA	NA	0	NA	NA	0	NA	NA	1	517.3652695	201.1976048	0	NA	NA	0	NA	NA	33.48	-117.15	1	2	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2012_160	ANPP	8	308.8235294	135.4949186	0	NA	NA	0	NA	NA	0	NA	NA	8	359.5588235	195.7642791	0	NA	NA	0	NA	NA	33.48	-117.15	1	2	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2017_158	COV	13	69.49152542	12.41261469	0	NA	NA	0	NA	NA	0	NA	NA	13	74.02216428	14.78466949	0	NA	NA	0	NA	NA	33.48	-117.15	1	3	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Vourlitis, 2017_158	SP	13	3.113506031	0.823506545	0	NA	NA	0	NA	NA	0	NA	NA	13	2.999011272	0.874551576	0	NA	NA	0	NA	NA	33.48	-117.15	1	3	NA	420	med & Des	NA	NA	NA	NA	5	NA	NA	NA	NA
Weltzin et al., 2003_89	COV	1	81	NA	0	NA	NA	1	94	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	47	-92	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
Weltzin et al., 2003_90	COV	1	81	NA	0	NA	NA	1	101	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	47	-92	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
Willians Thesis 2014_68	COV	3	164.7	9.24175308	0	NA	NA	3	120.5666667	16.32952337	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	0.5	1.2	NA	NA	NA	NA	NA	NA	NA
Willians Thesis 2014_68	H	1	2.1	0.137592821	0	NA	NA	1	1.52	0.615120848	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	0.5	1.2	NA	NA	NA	NA	NA	NA	NA
Willians Thesis 2014_69	COV	3	119.2	17.9134028	0	NA	NA	3	77.2	23.17994823	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	0.5	1.2	NA	NA	NA	NA	NA	NA	NA
Willians Thesis 2014_69	H	1	1.85	0.299466728	0	NA	NA	1	1.9	0.615120848	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	0.5	1.2	NA	NA	NA	NA	NA	NA	NA
Willians Thesis 2014_70	COV	2	69.34	0.579827561	2	52.56292517	3.270970144	0	NA	NA	2	70	0	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	NA	NA	-112.6	80.7	NA	NA	NA	NA	NA
Willians Thesis 2014_70	H	1	2.299492386	0.149466313	1	1.979695431	0.24617981	0	NA	NA	1	1.888324873	0.334101171	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	NA	NA	-112.6	80.7	NA	NA	NA	NA	NA
Willians Thesis 2014_71	COV	2	47.27891157	3.848200169	2	39.70918368	4.184917687	0	NA	NA	2	43.04251701	5.243172734	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	NA	NA	-112.6	80.7	NA	NA	NA	NA	NA
Willians Thesis 2014_71	H	1	1.609137056	0.140674177	1	2.258883249	0.105505633	0	NA	NA	1	2.157360406	0.237387674	0	NA	NA	0	NA	NA	0	NA	NA	-29.73	115.22	2	1	27.8	491	Med & Des	NA	NA	-112.6	80.7	NA	NA	NA	NA	NA
Xian et al., 2017_41	AGB	1	51.09	NA	0	NA	NA	1	63.06	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	32.98	104.02	1	2	1.7	813	Alp	NA	2.9	NA	NA	NA	NA	NA	NA	NA
Xian et al., 2017_41	DEN	1	8.36	NA	0	NA	NA	1	10.53	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	32.98	104.02	1	2	1.7	813	Alp	NA	2.9	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32	AGB	1	504.5045045	181.302809	0	NA	NA	1	711.7117117	221.5923221	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	3	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32	DEN	4	72.75	7.274384281	0	NA	NA	4	93.5	4.795831523	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	3	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32	Ratio_S	4	89.24878205	5.367669144	0	NA	NA	4	90.1264045	5.139647101	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	3	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32_1	AGB	1	558.5585586	60.43426966	0	NA	NA	1	873.8738739	261.8818352	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	3	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32_1	DEN	4	75.25	12.3928743	0	NA	NA	4	86	14.49137675	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	3	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32_1	Ratio_S	4	91.015	5.406696465	0	NA	NA	4	90.94218594	3.132185274	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	3	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Zamin et al 2013; 2014_42	AGB	1	387.5	53.10661447	0	NA	NA	1	511.25	78.26237921	0	NA	NA	1	418.75	103.418144	0	NA	NA	0	NA	NA	64.87	-111.55	1	2	-8	250	Arc	NA	2.2	NA	NA	1	NA	NA	NA	NA
Zamin et al 2013; 2014_42	AGB_S	1	207.08	NA	0	NA	NA	1	355.59	NA	0	NA	NA	1	206.14	NA	0	NA	NA	0	NA	NA	64.87	-111.55	1	2	-8	250	Arc	NA	2.2	NA	NA	1	NA	NA	NA	NA
Zamin et al 2013; 2014_42	Ratio_S	1	30	NA	0	NA	NA	1	43	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	64.87	-111.55	1	2	-8	250	Arc	NA	2.2	NA	NA	1	NA	NA	NA	NA
Zhang et al 2017_16	COV	2	97.3853211	1.751548907	0	NA	NA	2	88.71559633	3.503097815	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	3	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_16	H	3	2.683241252	0.089313854	0	NA	NA	3	2.384898711	0.484216664	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	3	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_16	SP	5	27.65333333	4.661520972	0	NA	NA	5	24.26666667	5.703020642	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	3	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_17	COV	2	96.35321101	2.043473728	0	NA	NA	2	88.85321101	2.530015088	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	3	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_17	H	3	2.978902954	0.11485787	0	NA	NA	3	2.810126582	0.27761661	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	3	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_17	SP	5	39.57142857	8.456823112	0	NA	NA	5	30.14285714	6.406708855	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	3	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zong et al., 2016_105	H	2	0.405882353	0.014974026	0	NA	NA	2	0.374117647	0.089844156	0	NA	NA	2	0.388235295	0.159722944	0	NA	NA	2	0.423529412	0.139757576	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_105	SP	2	5.875	1.110157646	0	NA	NA	2	5.235	1.110157646	0	NA	NA	2	5.725	0.898025612	0	NA	NA	2	5.73	1.315218613	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_106	H	2	0.769411765	0.089844155	0	NA	NA	2	0.695294118	0.114800866	0	NA	NA	2	0.984705883	0.184679654	0	NA	NA	2	0.670588236	0.069878787	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_106	SP	2	4.285	1.138441918	0	NA	NA	2	3.84	0.933380951	0	NA	NA	2	5.7	2.248599564	0	NA	NA	2	4.135	0.445477272	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_107	H	2	0.6	0.079861471	0	NA	NA	2	0.45882353	0.029948052	0	NA	NA	2	0.54	0.214627706	0	NA	NA	2	0.677647059	0.069878788	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_107	SP	2	3.99	0.240416306	0	NA	NA	2	2.84	0	0	NA	NA	2	3.675	1.590990258	0	NA	NA	2	2.84	0	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zuo et al., 2020_126	DEN	1	50.33	NA	1	22	3.00520382	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-81.5	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_126	H	1	1.65	NA	1	1.64	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-81.5	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_126	SP	1	7.45	NA	1	7	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-81.5	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_126	AGB	1	70.62	NA	1	26.25	3.00520382	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-81.5	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_127	DEN	1	50.33	NA	1	11.67	18.26456816	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-54.33	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_127	H	1	1.65	NA	1	1.52	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-54.33	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_127	AGB	1	70.62	NA	1	37.5	3.00520382	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-54.33	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_127	SP	1	7.45	NA	1	6.32	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-54.33	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_128	H	1	1.65	NA	1	1.66	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-27.17	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_128	SP	1	7.45	NA	1	7.45	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-27.17	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_128	DEN	1	50.33	NA	1	42	14.49568901	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-27.17	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_128	AGB	1	70.62	NA	1	62.5	3.00520382	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-27.17	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_129	DEN	1	50.33	NA	0	NA	NA	0	NA	NA	1	40.67	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	27.17	NA	NA	NA	NA	NA
Zuo et al., 2020_129	H	1	1.65	NA	0	NA	NA	0	NA	NA	1	1.76	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	27.17	NA	NA	NA	NA	NA
Zuo et al., 2020_129	SP	1	7.45	NA	0	NA	NA	0	NA	NA	1	8.81	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	27.17	NA	NA	NA	NA	NA
Zuo et al., 2020_130	H	1	1.65	NA	0	NA	NA	0	NA	NA	1	1.91	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	54.33	NA	NA	NA	NA	NA
Zuo et al., 2020_130	DEN	1	50.33	NA	0	NA	NA	0	NA	NA	1	45	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	54.33	NA	NA	NA	NA	NA
Zuo et al., 2020_130	AGB	1	70.62	NA	0	NA	NA	0	NA	NA	1	62.5	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	54.33	NA	NA	NA	NA	NA
Zuo et al., 2020_130	SP	1	7.45	NA	0	NA	NA	0	NA	NA	1	9.48	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	54.33	NA	NA	NA	NA	NA
Zuo et al., 2020_131	DEN	1	50.33	NA	0	NA	NA	0	NA	NA	1	56	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	81.47	NA	NA	NA	NA	NA
Zuo et al., 2020_131	H	1	1.65	NA	0	NA	NA	0	NA	NA	1	1.81	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	81.47	NA	NA	NA	NA	NA
Zuo et al., 2020_131	SP	1	7.45	NA	0	NA	NA	0	NA	NA	1	8.35	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	81.47	NA	NA	NA	NA	NA
Zuo et al., 2020_131	AGB	1	70.62	NA	0	NA	NA	0	NA	NA	1	66.87	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	81.47	NA	NA	NA	NA	NA
Zuo et al., 2020_131	AGB	1	70.62	NA	0	NA	NA	0	NA	NA	1	83.75	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	81.47	NA	NA	NA	NA	NA
Dominguez ET AL., 2015_1	AGB	10	3.36625	0.149467225	10	3.52	0.133544104	10	3.4575	0.140879554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.05	-3.47	1	3	8.3	1310	tem	0.2	NA	-275.1	NA	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_1	ANPP	1	77.6	3.758	1	62.9	4.277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-43	NA	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_2	ANPP	1	77.6	3.758	1	71.3	3.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-105	NA	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_3	ANPP	1	77.6	3.758	1	70.6	4.087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-78	NA	NA	NA	NA	NA	NA
Tredennick et al., 2018	ANPP	5	148.2436261	35.26774517	5	111.7563739	24.74370873	NA	NA	NA	5	170.4532578	38.28016301	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.2	-112.1	1	2	NA	250	tem	NA	NA	-117.73	117.73	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_1	H	1	1.1	0.074	1	1.164	0.068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-43	NA	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_2	H	1	1.1	0.074	1	0.917	0.074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-105	NA	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_3	H	1	1.1	0.074	1	1.144	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-78	NA	NA	NA	NA	NA	NA
Yahdjian & Sala 2006_1	SP	1	4.5	0.23	1	4.9	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-45.68	-70.27	1	1	8.4	168	tem	NA	NA	-43	NA	NA	NA	NA	NA	NA
